image_id,prompt,category
sa_1552484,"A woman wearing black pants and a black blouse with very curly brown hair, sunglasses, bracelets on both wrists and 3 necklaces. She has a purse strap over her left shoulder and is standing on a law in front of some trees at night.",dci
sa_1552485,A parade of people is going through a cobblestone street. On the left side of the street is a concrete building that has foreign writing on a sign.,dci
sa_1552486,A white cab over semi truck with a grey container is on the road with a grey building in the back.,dci
sa_1552488,Two horses can be seen in front of a large brown building. A portion of a carriage can be seen behind the two horses.,dci
sa_1552489,An ad-worthy scene presents a brand new dark navy sneaker from the side with its foot facing right. The background is all white.,dci
sa_1552490,a camouflaged tank is rolling down a city road with two soldiers visible. ,dci
sa_1552491,A shopping mall hallway filled with people in the center and stores on both the left and right side of the photo. The roofing of the mall has a curved arch shape with some sections being illuminated with blue lights.,dci
sa_1552492,"a bedroom with a couch and a small cabinet. The room has a decent rug, door and wallpaper. ",dci
sa_1552494,Here is a view outside in a field with many purple wildflowers growing between grass where green boxes are stacked.,dci
sa_1552495,A decorative pond with jets in rows of eight spraying water in the air in front of an old building with many cylindrical columns going around the second floor in a rectangular perimeter. The building is white and there are people gathered outside.,dci
sa_1552500,"A run-down building with walls painted in white, seen with cracks on the walls and rusted roofing structure. There are weeds, trees, fencing and electrical poles scattered around the area.",dci
sa_1552501,Here is a view outside of what appears to be a large building complex on an asphalt lot with people walking around. ,dci
sa_1552502,"This is a picture of the Toorj ka jhalra bavdi. It's a series of intricate steps, made of brick and stone. It's steps that keep forming diamond shapes and lead to each other, as you go down. The right side has an arched entryway and a balcony. there are a few people walking on the steps.",dci
sa_1552503,Here is a view of a small flooded neighborhood of a town with a few people walking around. ,dci
sa_1552507,A cargo trailer parked on the sidewalk by a street with tram rail tracks. In the right section of the image you can see a row of houses.,dci
sa_1552508,"A crowd of people fill the seats that rise up and ring around an amphitheater. In the flat center, a group of people all dressed in black surround four rows of empty chairs.",dci
sa_1552509,A walkway over a drainage ditch,dci
sa_1552510,It is an outdoor scene of a rocky beach with green hills in the background at the top and people swimming in the water on the right side of image. ,dci
sa_1552511,A curved section of a building with eroding painted decoration,dci
sa_1552513,A large yellow house is on the edge of a cliff. There is a body of water on the right side of the image.,dci
sa_1552514,"multiple women standing in front of a lake with blue clothing and robes on, with a few of them wearing hats. Grass and a stacked bed of stones can be seen on the other side of the water and the ground the women are on seems to be a layer of small stones.",dci
sa_1552516,A beautiful pebble pavement mosaic with five bollards around it - three black iron bollards and two bollards that are in the shape of penguins. In the distance you can see some buildings and cars.,dci
sa_1552520,There is a boat in the middle of the water. The boat has three people in it. ,dci
sa_1552524,A two lane road with buildings on each side runs through the center of a small town in front of a snowy mountain. They sky is cloudy and grey.,dci
sa_1552525,"multiple lines of boats at a harbor with a single man, among objects sitting on the concrete harbor over crates, in front of them looking through a camera under a cloudy blue sky. Mountains can be seen in the background, well as a orange lined white tower in  the back between two boats.",dci
sa_1552526,There is a garden with a lot of green plants going across that are taller on the right. There is a large glass roof that has gray beams slanting across it. ,dci
sa_1552527,There is a bottle of hand sanitizer on its side on a gray tile ground. ,dci
sa_1552528,There is a wide and long gray runway with a gray cloudy sky up above. There is the end of a red plane on the right and a plane in the distance. ,dci
sa_1552529,A girl is sitting on a chair petting a white cat on a table on a balcony.,dci
sa_1552530,A large yellow building is in the middle of the image. There are smaller buildings around it.,dci
sa_1552531,It shows the Leaning Tower of Pisa against the bright blue sky.,dci
sa_1552532,A yellow bus is standing on the side of a street with some tall buildings in the background.,dci
sa_1552533,"A polished, gondola style boat rests on a stand under a red and white striped tent and above a patch of small stones. A body of water is behind a fence that is behind the boat.",dci
sa_1552535,There is a stamp that shows a picture of a butterfly and a stem with roses behind it. ,dci
sa_1552536,A person in a triangular straw hat bends over in a field gardening.,dci
sa_1552537,"Two white trams, with blue and yellow stripes, surrounded by people over a bricked and railed road next to the glass Marienplatz-Galerie building that's to the right of another building. The top two floors of the brick building is grey with satellites on top and everything is under a blue sky with a single cloud in it in the daytime.",dci
sa_1552538,There is an ariel view of a city with a lot of buildings and a gray cloudy sky up above. ,dci
sa_1552539,A large historic city in Italy covers most of the image with a large mountain range going across the background. The sky is grey and foggy with a few large thick clouds.,dci
sa_1552543,"It is an outdoor image of road with long beams of light going down the roads, there for roads, the left two roads have red lights down them and the right two roads have yellow lights.  There are buildings along the left and right side of image and at the far end of roads in background, the sky is dark and there is greenery throughout. ",dci
sa_1552544,"We see a line of boats that are parked near a pier on a body of water.  Behind the water, we see green hills that have many buildings on it.  ",dci
sa_1552546,there is a white smart car parked along a marina. there are dozens of yachts parked in the water in the background. ,dci
sa_1552548,An area that looks urban with people standing around. There are vehicles in the picture and buildings in the immediate vicinity.,dci
sa_1552549,The middle of the image has glass doors to a building. There is a backlit sign above the doors.,dci
sa_1552550,"A person can be seen wearing a white cloth over their head, and a red robe with white gloves. ",dci
sa_1552551,A man is washing a red and black motorcycle outside under a porch roof on top of dark wet concrete. The sky is sunny and blue with a few small white clouds.,dci
sa_1552552,Two people can be seen floating on the surface of a body of water. There are buildings that go up the side of a hill in the background. ,dci
sa_1552553,A crowd of people in a marketplace area with the closest one having a child and is purchasing something.,dci
sa_1552554,A group of motorcyclists ride in a pack down a street. The one at the end carries a black flag that blows in the wind.,dci
sa_1552556,"A garden with many flowers and plants can be seen. In the distance, a long white building is visible.",dci
sa_1552559,There is a red coffee cup with an image of a horse on it. It has a white top. ,dci
sa_1552564,There is a person standing in the water who is crouching down and collecting plants from the water. ,dci
sa_1552566,"A group of people, many of whom are wearing white, walking on a plaza",dci
sa_1552567,This is a building with three columns of curvy buildings with a surfboard looking platform on the top of it.,dci
sa_1552568,A close up photo of the facade of a beautiful Neo-Baroque building that is packed with details and marble motifs.,dci
sa_1552569,There is a blue bus on the right side of the image. There are people walking in the street on the left. ,dci
sa_1552570,"The Colosseum, which is located in Rome, Italy, can be seen standing in the background. People can be seen walking around the area in front of the structure. ",dci
sa_1552571,There is a stamp that shows people around a square that has red and white writing and a brown square in the middle with scalloped edges. ,dci
sa_1552574,People are walking down a street with houses and buildings on either side.  There is a car on the right side of the roadway in a shaded area.,dci
sa_1552577,Dozens of people on the right are watching a running competition behind mobile barriers. On the left there are three runners with a man wearing a Judogi on bare feet in the first place.,dci
sa_1552579,This image is a close up view of a tall tan colored stone building with decorative molding and stone pillars. The sky is a clear bright blue on the top left corner of the image.,dci
sa_1552581,A large parking lot outside an airport. There are a number of buses and taxis parked and waiting to pick people up.,dci
sa_1552582,There is a black table with a plate with a crepe on it and more crepes in the background. There are flowers and fabric behind on the left.,dci
sa_1552583,There is a green fence in front of a display that is gold and curved at the top and shows three people in it.,dci
sa_1552584,A large flooded street can be seen. Two men in a kayak can be seen paddling down the street.,dci
sa_1552587,Three toy cars have been placed down onto a wooden surface. ,dci
sa_1552588,This is a pole with an anime sign wrapped around it.  There is a large building on the right side.,dci
sa_1552589,Here is a view inside a concrete monument area of a park with a decorative light setup shown. ,dci
sa_1552590,There are people walking and standing in an outdoor area near buildings.  There are trees growing outside nearby as well.,dci
sa_1552591,A white aircraft hanger with a blue and white airplane on the right. In the distance is a wooded area with dark green trees.,dci
sa_1552592,A building that appears to be a church can be seen going across the image. ,dci
sa_1552593,A person is writing on a fanned out paper.,dci
sa_1552594,An Asian street scene with many people riding motorcycles and a bus in the background. In the center of the frame is a three-wheeled motorcycle with a bed on the front carrying a big pile of green metal.,dci
sa_1552595,Two motorcycles in a white archway that has a green door on the right and a grey door on the left. Behind the motorcycles is a shrine on the wall.,dci
sa_1552596,An old man is kneeing in front of a monk sitting outside with a river in the back.,dci
sa_1552597,This is a brown sign hanging from a white string on a green wall.  The sign has a white paper attached to the front of it.,dci
sa_1552600,Sailboats moored beside a beach,dci
sa_1552603,Three buildings can be seen beside a street. There are several bicycles parked beside the buildings and scooters seen in the distance.,dci
sa_1552604,Men practicing martial arts moves,dci
sa_1552607,This is a picture of an empty alleyway. There is a gray and white cat on the right hand side of the alley.,dci
sa_1552609,Colorful flowers grown as a big butterfly pattern on a lawn with a flag pole next to it.,dci
sa_1552611,"A hill filled with houses and buildings is featured in the photo. There are two wooden houses appearing in the foreground, as well as trees and weeds scattered around the area.",dci
sa_1552612,protestants are going on a protest with numerous signs being raised in the air. ,dci
sa_1552613,a highly decorative and colorful temple with two dragons at the entrance,dci
sa_1552614,"a three paneled stained glass window in various bright colors, depicting royalty",dci
sa_1552615,A European street decorated for Christmas with lots of pedestrians. ,dci
sa_1552616,"A wall painting depicting a warrior that are battling a monkey with a long staff. There are other warriors in the wall painting, depicted in different poses and positions in the wall painting.",dci
sa_1552617,Here is a view of a postage stamp featuring the country of Bulgaria with an airplane on it. ,dci
sa_1552618,people gathered in a open plaza next to railroad tracks in front of a big brick building within a city area surrounded by many other buildings and roads. There are trees around the areas within the city and many vehicles can be seen in the spaces between buildings.,dci
sa_1552620,"A group of people walk under an archway under a stone wall. The pathway they are on leads to a staircase in the background with a thin, golden arch at its top.",dci
sa_1552621,"It shows an alley between buildings that go down on both sides. The buildings have rows of balconies that come out, and there are flags of a rainbow of colors draped all the way down.",dci
sa_1552623,There is a group of people on a brown ground. There is a brown board on wheels in the front and water in the background. ,dci
sa_1552625,"We see the front of a large, mostly black ship as it sits in the water.  Behind the ship, we see multiple buildings and a short bridge.  ",dci
sa_1552626,"There is a canal with a boat in the middle, buildings on the left and cars parked on the right. ",dci
sa_1552627,"This is a tall wide building with another tall, but slimmer building.  There are trees in the foreground.",dci
sa_1552628,An ornate water fountain can be seen in front of a small building. The water fountain is dark green with intricate details.,dci
sa_1552629,There are people walking in the street. There are buildings on either side. ,dci
sa_1552630,A hand is holding a container with little beads while the other is using a pen like tool on them.,dci
sa_1552633,A red subway train can be seen moving along a railroad track. Many trees and several buildings are visible across the background. ,dci
sa_1552635,"The airport runway at night, with a smaller plane parked in front of a larger plane in the background.",dci
sa_1552636,We see two gray metal cranes that are sitting vertically in the air.  The crains sit on a gray metal structure.  We can see the sky behind the crane. ,dci
sa_1552641,There are extremely weather gray panels with three main sections showing and the parts of sections above and below. ,dci
sa_1552642,"We see a large amount of green watercress leaves floating on water.  In the back, we see a line of palm trees.  There are a couple of buildings in the back.  ",dci
sa_1552644,Many cars can be seen travelling in the same direction along a road. There are buildings and trees going across the background. ,dci
sa_1552645,a grand palace with gold spires is visible beyond a short brick wall along a roadway. the roadway is filled with vehicles. ,dci
sa_1552646,A large gray intricate building is in the middle with trees on either side. the building has 3 light blue domes and there is a fountain and walkway in front of it with a lot of people.,dci
sa_1552649,A group of people near one another and working on a construction site. It looks like they are working on the foundation of the area/a building.,dci
sa_1552650,A giant reclining Buddha statue can be seen on a platform inside a temple. The statue is gold in color.,dci
sa_1552651,A small village with a few historic stone buildings with red Spanish tile roofs. The image is being taken from a hill looking down into a valley with some mountains in the distance. There is some snow on the ground and a lot of loose branches on the roof of a building in the foreground.,dci
sa_1552654,A group of cyclists ride bicycles on a city street. They ride past a storefront and small parking lot with a few cars in it.,dci
sa_1552655,The image has been taken from the ground and looking up at the sky. Several skyscrapers can be seen around the area. ,dci
sa_1552656,A long stone wall that is covered in snow and a city skyline in the background.  The sky is grey and there are trees on the left side.,dci
sa_1552657,There are many pieces of straw banded together with different colored strings going along the top. There are two wood beams going through 1/3 from the ends to separate it into 3 sections.,dci
sa_1552659,A person crouching down behind a plant with a brown basket beside him and a bunch of cloth behind him.,dci
sa_1552663,There is a white plane on a snowy ground. There is another plane in the back right and mountains going up on the left side and back. ,dci
sa_1552664,It shows a big rounded structure that has writing on it and bushes around it. There is a long tan building behind it that goes up on the right.,dci
sa_1552666,"A plane is low in the sky over a flat topped building under a sun that is setting and low in the sky. The picture has an overall warm tone and at the bottom, there are people on the beach with umbrellas and chairs; the water is on the left-hand side.",dci
sa_1552667,"A view from the sky of a path through a forested area leading to two monuments, one a large white structure and a smaller one in a circular bit of grass.",dci
sa_1552668,An aerial image of a large area of land that has many track marks going across its surface. There is a body of water that is visible on the lower left side. ,dci
sa_1552670,A group of three boys hold and aim guns in their hands. Another group of boys is behind them watching another boy with a rifle while yet another boy stands between the groups.,dci
sa_1552671,There is a man in a suit in the water holding a board in one hand and with a rope and harness on the other side. There is a shore with plants in the background.,dci
sa_1552672,a line of four boxes of medical supplements between a clear top and bottom shelf with more boxes visible from above and below.,dci
sa_1552673,People are walking and sitting in a area that is crowded with different objects. On the ground trash is spread out and on the side the wall is covered by different tarps and cloths.,dci
sa_1552674,A large crowd of people are gathered at the scene of a train derailment. ,dci
sa_1552675,A brick church with green spires and gold domed tops,dci
sa_1552677,This is a tall building with a curvy top.  The building's front is made out of glass windows.,dci
sa_1552678,This is a flowering plant with red flowers on it.,dci
sa_1552682,A ancient building with a raised ceiling and a glass second floor platform. there are two marble pillars holding up the glass platform.,dci
sa_1552683,a small temple sits on a snow covered field while guards holding flags walk towards the foreground on the left. ,dci
sa_1552684,A new crop is growing in a field with large snowy mountains in the background.,dci
sa_1552686,"The front half of an airplane is pictured on the tarmac. The word ""ICE;ANDAI"" is cut off and written in blue letters.",dci
sa_1552687,A large building behind a green gate that is opened. There are people sitting in the plaza area in the front of the building behind the gate.,dci
sa_1552688,Here is a view outside in a public area where a Red Lobster seafood restaurant is built on a curbside. ,dci
sa_1552689,This is a statue near a handrail overlooking a city with colorful buildings near the sea.,dci
sa_1552690,Several small boats loaded with items can be seen in a body of water. All the small boats have large umbrellas.,dci
sa_1552691,Three people are around a parked compact race car with others cars in the background.,dci
sa_1552693,A Muslin nurse in a white hijab pours medicine from a silver pitcher into a clear tube over a patient lying in a hospital bed.,dci
sa_1552695,A beige mansion with red roofing can be seen peaking out of greenery in the background of the picture. The foreground of the picture contains lots of different plants and greenery blocking the rest of the contents of the picture.,dci
sa_1552696,Here is a view outside of a large yellow concrete building ashore with a ferry boat seen being driven across in the water harbor. ,dci
sa_1552701,The rear part of a huge cruiseferry in the sea close to a port on the left. ,dci
sa_1552702,a group of workers are harvesting salt from seawater. the water is very shallow and piles of salts are stacked in a row near the center right. ,dci
sa_1552705,"A wide cream-colored building is featured in the photo, with other buildings surrounding it. A road with cars and a river is seen in front of the building.",dci
sa_1552706,A large army medic truck can be seen driving in a dusty area. There is a soldier seen walking beside the truck.,dci
sa_1552707,"The front of a white building can be seen, two windows at the top and a mural right there in the center of it.",dci
sa_1552708,people walking around in an open plaza in front of a clocktower church and left of a line of different colored buildings under a clear blue sky during the day,dci
sa_1552710,A webpage on a computer screen for a business called Rosneft,dci
sa_1552711,"A front bumper of a light-silver car is featured in the photo. The center emblem of the car logo is the biggest element in the photo, with the surrounding grills and other elements of the front bumper.",dci
sa_1552712,a bush full of purple flowers. ,dci
sa_1552714,Three parked Nissan cars inside a Nissan building with people standing around the cars in a lobby area with seating and an extended car area in the back room. There is a big display on the right end behind the front desk.,dci
sa_1552716,There is a tan building that has a sloping roof and a structure in front with a pointed roof. They are in the middle of a lot of plants. ,dci
sa_1552717,A sky view of a large city along the edge of a dark body of water with a mountain range in the background. The sky is a clear blue.,dci
sa_1552718,This is a green engine of sorts. It looks like an old cotton gin. There's a large flywheel in the middle of the image. There are mechanical machinery parts everywhere with a large belt driving the machine.,dci
sa_1552720,many people walking down a bricked road within a city in front of a hill near a building made with Roman architecture in the day under a cloudy sky.,dci
sa_1552721,There is a boat in the middle of a big water area with a big green mountain in the background.,dci
sa_1552722,A white and blue multi-story building. It is snowy and a man is walking a dog. ,dci
sa_1552724,There is a brown watery area in the foreground with a lot of gray rocks going up on the left and then a gray wall. There are many people and vehicles in the background. ,dci
sa_1552726,A glass covered entryway to a shopping center. There are people entering and exiting and many brightly lit signs.,dci
sa_1552729,A row of colorful buildings are along a brown brick retaining wall. Calm dark water is across the bottom of the image.4,dci
sa_1552730,There is a stamp that shows a picture of a bird in the middle. It is tan in the middle and has a blue frame. ,dci
sa_1552731,Calm green waters under a white bridge with people walking across it near two gold pillars and a cityscape in the background,dci
sa_1552732,Five cars are parked in a parking lot in front of a slanted roof mostly covered in windows. A large sign stands on the roof's top and a person walks below between two cars.,dci
sa_1552733,a fountain in a town square has a statue of man and a woman kissing under an umbrella. ,dci
sa_1552734,It shows a slanted computer screen that shows a website. ,dci
sa_1552736,A race car on display in front of a wall of black and white newspaper articles with the driver's uniform spread on the hood and 3 trophies on the roof. There are two cars on either side of it.,dci
sa_1552737,A building can be seen with large glass windows on the front. There is a large decorative arch over the right side of the building.,dci
sa_1552739,A row of buildings in warm colors in front of mountains.,dci
sa_1552742,Three tall buildings are in the background behind the trees. There are many people gathered on the ground.,dci
sa_1552744,A woman is handling flowers in what looks to be a flower shop.,dci
sa_1552745,A shallow river serves as a docking place for small fishing boats. The river runs through a gritty looking section of a town with many wires strung about from poles.,dci
sa_1552746,People walking towards the camera on a sidewalk in nature.,dci
sa_1552747,"There are many mechanical parts in the middle of the image. The parts are gray, golden, and dark brown. ",dci
sa_1552748,There is a strawberry plant that has a lot of leaves and strawberries on it. There are two hands grasping them. ,dci
sa_1552750,"This is a snowy day on a snow covered street, there is a white SUV that has a foot of snow on it directly in front of us, there are apartment buildings in the background, and a laundromat, ",dci
sa_1552752,Three people wearing tradition clothes are walking in front of an entrance of a temple like attraction with other tourists walking toward the attraction site.,dci
sa_1552753,"This is a city beside the sea. A heavily metropolitan area abuts the water, with a mountainous region behind the city.",dci
sa_1552755,It shows a pale pink surface with a blue notebook in the middle and then other objects around it.,dci
sa_1552757,Several buildings can be seen going across the image.,dci
sa_1552759,There are two little girls who are wrapped in dirty blankets. There are standing on a weathered step and there is a weathered red wall behind them. ,dci
sa_1552760,A black and white picture of a young person wearing a turban. The person is wearing a dark sweatshirt with white lettering and a button on the upper left breast. There are four other people behind him including a young child.,dci
sa_1552761,Three people stand on paddle boards in a body of water next to a brick wall. We can see a line of parked cars at the top of the brick wall.  ,dci
sa_1552763,There is a canopy with pink sides and pictures on its pillars. There is a green bridge above the canopy.,dci
sa_1552765,A close up picture of a pile of medical masks on a green fabric background. A hole is on the bottom right corner of the fabric and dark stains are scattered over the rest of the fabric.,dci
sa_1552766,"a large, office building is located in the center of the image. there is a sidewalk area near some park benches and trees in the foreground. ",dci
sa_1552771,A parade of tanks going down a city street with uniformed guards.,dci
sa_1552773,An area that looks like a forest. There is a broken stone wall in the front and a large mountain/hill in the background. There is a person standing on a platform on the left side.,dci
sa_1552774,People can be seen around an outdoor plaza in the background. There is a large temple structure at the far end of the area.  ,dci
sa_1552776,4 men marching down a sidewalk with many onlookers dressed in Princeton colors.,dci
sa_1552777,There are lights hanging from a white pole. There are products displayed in the background.,dci
sa_1552778,There is a water area on the right with brown rocks and ledges to the left and back right. There is a beach on the back left and many green trees going across the background. ,dci
sa_1552779,Looking up the front side of a stone building with an archway at bottom and a crest and banner above the arch. Two round towers are seen at the sides of its roof under a blue sky.,dci
sa_1552780,A long boat sails under a bridge. Old buildings line the shores of the river. ,dci
sa_1552781,A small Mon gate in front of a Japanese style building in the back under a clear sky with trees in the background.,dci
sa_1552782,There is a statue of a person in a hold robe and holding a pole. There are trees and a fence in the background and a cloudy sky above.,dci
sa_1552784,A road leading to a white and blue mosque,dci
sa_1552787,A row of tall buildings are lined along a multi-lane street. Horizontal and vertical black power lines cross over each other on top of the street covering the blue sky.,dci
sa_1552788,Here is a view outside in an Asian country town with trees growing around a multistory building. ,dci
sa_1552789,There are three people sitting in a row. Two of the people are wearing yellow and one of them is wearing white. ,dci
sa_1552790,Numerous pedestrians are walking on a street with skyscrapers along the street in a rainy day.  ,dci
sa_1552791,A cathedral style room with engraved stone tombs and a kneeling statue with its back to the camera.,dci
sa_1552792,This is a bright street dancer parade scene captured in front of the Cafe de France.  There are rope barricades holding the spectators back. ,dci
sa_1552793,"A man who appears to be participating in a marathon has just crossed the finish line. A few other people, and several buildings, can be seen in the background.   ",dci
sa_1552794,"A man wearing a black shirt, black pants, and black and white sandals is sitting in a dirty blue chair next to an old green car with the hood up. He is working on some wiring on the car.",dci
sa_1552795,A man holding a cat in a shack.,dci
sa_1552797,An ornate neoclassical building,dci
sa_1552799,"There is a large tan building that has pillars on the side and many doors on the bottom. There is another building on the left and right, as well as a white sky. ",dci
sa_1552800,There are large transparent canopies over buildings on the left and right. There is a large canopy over some seats in the middle of the image.,dci
sa_1552801,Cars traveling on a street beside a museum and tower.,dci
sa_1552805,There is a dark plaque on the wall that looks like a scroll and has gold writing on it. It is on a weathered tan and gray wall. ,dci
sa_1552806,"A street scene with bicycle, bus and truck traffic. There are people loitering on both sides of the street and large vehicles driving down the center lane. There is bright green shrubbery and trees on either side of the street and palm trees in the background.",dci
sa_1552807,It shows a water area with two white and blue boats and then a dock beyond it with cars and people. There is a building with tan walls and a slanted red roof at the top. ,dci
sa_1552808,A palm tree lined walkway running between buildings at Miami Dade College. ,dci
sa_1552809,There is a dirt road that has rocky dirt to the left and right of it and many trees and plants around. There are mountains in the distance and an orange digger in the middle.,dci
sa_1552811,a neoclassical building with clock tower and two wings,dci
sa_1552812,Several pedestrians are walking toward the camera on a street with stores and parked cars on the left side. ,dci
sa_1552814,There are many people gathered together in a plaza in the middle of the image. There are red flags placed on the ground and some held by people.,dci
sa_1552815,The area of a car that is located under the front hood can be seen throughout the image.  ,dci
sa_1552817,A shop at an electronics showcase. There are several table displays setup and people looking around.,dci
sa_1552818,Some white elephant statues in front of a broad avenue,dci
sa_1552819,A table setting in a high end restaurant with art on the walls.,dci
sa_1552821,An array of an appetizer. There are about 20 of the same appetizer visible. They are seen from the top and each one appears to be a jalapeno pepper stuffed with orange and white cream and topped with a slice of a red chili pepper and fresh herbs,dci
sa_1552822,People in green clothing are bathing in a waist high area of water in front of water that is running from brown spouts on the side of a wall.,dci
sa_1552823,"Two men are performing on a stage. The man on the left is holding an electric guitar, and the man on the right is holding a microphone.  ",dci
sa_1552824,"In the foreground of the image, we see a tree with pink flowers.  In the background, we see a multi-floor traditional Japanese building surrounded by trees. ",dci
sa_1552825,A video game cartridge for a Batman game sits on top of the instruction manual. The corner of the game's case is seen poking out from under the manual.,dci
sa_1552826,This is a sky view of three rows of buildings with two two lane roads in between them. Green grass and trees are in between the buildings and along the sides of the road.,dci
sa_1552828,A river street with brown water and ships parked along its sides. The sky is cloudy and the buildings on the right are a little old and rusty.,dci
sa_1552829,A large ship in the water in front of homes.,dci
sa_1552830,Buildings with businesses selling items on the bottom floor are lined along each side of a narrow walkway filled with a large crowd of people. Power cables are stretched above the walkway between the buildings.,dci
sa_1552832,a sign with black old english text is visible on the upper wall near the ceiling of an old cathedral. the interior of the building is made with brick. ,dci
sa_1552833,A city square with a large basilica or temple in the center and a green copper statue on a big concrete platform in front of it. There are other ornate buildings on either side of the central temple with red roofs. There are people milling about the plaza and a couple of tour busses on the right side of the frame.,dci
sa_1552834,A group of people dance holding a yellow banner under a partly cloudy sky and kick up dirt on the ground.,dci
sa_1552836,A clothed mannequin bust and two lamps are on display inside of a store. There are blue-colored shelves to the right that have boxes on them.   ,dci
sa_1552837,A train station views from the air over a forested area across the train tracks.,dci
sa_1552838,"Two soccer players are the focus in the image, they are on a big green field in a stadium and they are clear in the image.  The other players and the background around the two players are blurred and not that clear.  ",dci
sa_1552839,"There is a magnifying glass on top of a computer screen. It shows a dragon in a circle, and above the words ""Mortal Kombat."" ",dci
sa_1552842,"This is a sculpture of the Portuguese discoveries monument. It's one man in the front, followed by a bunch of other men. They are carved out of a tan stone and are arcing from bottom left to top right.  The men are all in military garb or ancient clothes, but carved into stone.",dci
sa_1552844,Two people inside a bakery store with a huge sign in three languages. ,dci
sa_1552845,There is brown sloping ground with some green grass and a group of people standing at the top. There are trees with many pink blossoms on them. ,dci
sa_1552846,People walking down some steps as they exit an airplane,dci
sa_1552847,A combine harvester harvesting wheat in a large field of golden wheat. There is a man driving the combine in a full glass cockpit. There are dark green trees in the background.,dci
sa_1552848,"This is a distant view of the U.S. Capitol building. In the foreground is the national mall, a long grassy field where people congregate. On the left and right are two tan walkways, with many people walking on them. Behind the walkways are trees lining both sides. In the distance is the U.S. Capitol.",dci
sa_1552849,Two people in white hazmat suits are outside of a trailer. There is a red banner on the top of the side of the trailer.,dci
sa_1552851,"This is a busy streetscape in a European city. The road, made of pavers, includes a ton of people walking about on it. The buildings abut the streetscape and all have windows facing the street on the upper stories while the ground level features retail shops.",dci
sa_1552852,Two women can be seen playing volleyball on a sandy surface. There are people and trees in the background. ,dci
sa_1552854,"A large piece of equipment with the words ""MakerBot Replicator"" on the bottom of it",dci
sa_1552855,A small group of eight bicyclists are racing down a multi-lane street near the finish line. Spectators are standing behind temporary metal fencing along the right side of the street.,dci
sa_1552856,There is a white sign with black writing and a red circle. It shows people and a building behind it.,dci
sa_1552858,A person is sitting down in front of an open piano. There is a white brick wall behind them.,dci
sa_1552862,A woman can be seen in the center of the image. She is holding her left index finger up. ,dci
sa_1552864,Several dancers can be seen outdoors. All of the dancers appear to be wearing a long black skirt and a colorful shirt.,dci
sa_1552865,A group of tourists are watching a fabulous fall in a cloudy day. The tourists are at the bottom behind wooden railings.,dci
sa_1552866,A row of several buildings can be seen right next to a body of water.  A small boat can be seen on the water.,dci
sa_1552867,A woman marching in a parade carrying a flag and wearing bright clothing,dci
sa_1552868,A Pride parade that is well attended. Some marchers carry a sign that says Kamala in rainbow letters at the front of the parade. ,dci
sa_1552869,This is a picture of the western wall. This is the large stone wall on the right of the image. On the left is the city of Jerusalem. It's a series of tan stone structures on the left. In the distance is a large overlook and a building with a gold dome over it.,dci
sa_1552870,Here is a view outside in a dry land area with military soldiers and tanks present in a field. ,dci
sa_1552871,"An interior picture of an arboretum or garden.  There's an elevated walkway with people walking across it on the left side, above a series of trees and on the ground level, with a concrete path in front of them.  The building interior is white with a series of triangular windows along the top.",dci
sa_1552872,"Glass bottle being filled with a kind of alcohol, using a brown tube, over a line of barrels in a room with a steel grey door. A person has there hand near the tip of the bottle and you can see their hairy arm. ",dci
sa_1552873,"An artifical stream or pool infront of a beach, with palm trees.",dci
sa_1552874,A rickshaw driver wearing a raincoat is waving at someone with his right hand. There are pedestrians carrying umbrellas walking around.,dci
sa_1552877,"There is a bottle of gin, which is mostly rectangular shaped. It has some writing on it, and a cap.",dci
sa_1552879,There is a large gray building on the back left and many colorful flowers on the front left and a sign on the front right. There are trees on the right background and cars parked behind them. ,dci
sa_1552880,Rows of orange and blue tents sit on a hillside. ,dci
sa_1552881,"There is a blue and white plane flying through the air. Its body is visible, including its wings, engine and tail, and there is a blue sky behind it. ",dci
sa_1552883,A man is wearing a shop apron and working with a machine that has a large wheel on it.,dci
sa_1552884,Two thai boats on a river,dci
sa_1552886,A large brick building is in the middle of the image. There is a tree to the right of the building.,dci
sa_1552887,There is a protest going on at night with hundreds of protestants holding flags of EU and Romanian.,dci
sa_1552890,A cross in front of three modern art curvilinear structures.,dci
sa_1552891,the pov a man holding a dual green mobile phone in front of a display that contains the product info. ,dci
sa_1552892,There is a weathered white rectangular sign that says WORLDCOM FINANCE on it in black letters. It has an orange design on the top left. ,dci
sa_1552894,There is a brown textured area that is high and then a water area with many boats down below. ,dci
sa_1552896,A woman can be seen sitting on a large rock holding a map. She is looking off into the distance.,dci
sa_1552898,There is a large building with red flags in front of it on the right side of the image. There is a green tower in the background.,dci
sa_1552900,A display of food in a booth,dci
sa_1552901,A brick tree-lined plaza overlooking the ocean.,dci
sa_1552902,We see a chat bubble with a smiley face on the left of the picture.  The bubble has two black wheels. We see an app description on the right.  ,dci
sa_1552904,Electric scooters lined up side by side in front of the concrete wall of a building.,dci
sa_1552908,A white Toyota SUV beside a white building with a service bay,dci
sa_1552911,"Men are standing on a green lawn, two men have on blue uniforms and two have on black, there are other men sitting down in the background.  It looks like it is a sporting event and there is a wall in the back that is covered in black and white posters.  ",dci
sa_1552912,"This is a unisex youth scout troop meeting, standing at attention at the flag.   ",dci
